,data,hora,sexo,idade,funcao,categoria,compra,valor
5719,2016-03-18,13:38,f,c,b,a,s,"R$ 49,00"
5720,2016-03-18,13:47,m,b,a,a,,
5721,2016-03-18,14:42,m,b,a,a,s,"R$ 39,00"
5722,2016-03-18,15:30,m,c,b,a,s,"R$ 20,00"
5723,2016-03-18,15:32,m,c,a,a,,
5724,2016-03-18,15:42,m,c,b,a,s,"R$ 59,00"
5725,2016-03-18,17:54,f,b,a,a,s,"R$ 19,00"
5726,2016-03-18,18:2,m,c,b,g,,
5727,2016-03-18,18:12,m,c,b,a,s,"R$ 49,00"
5728,2016-03-18,19:25,m,b,a,b,s,"R$ 39,00"
5729,2016-03-18,19:26,m,b,a,a,s,"R$ 10,00"
5730,2016-03-21,9:41,f,b,a,a,,
5731,2016-03-21,9:42,m,b,a,j,,
5732,2016-03-21,9:48,m,c,d,a,,
5733,2016-03-21,10:37,m,b,a,a,s,"R$ 10,00"
5734,2016-03-21,11:23,f,c,b,d,,
5735,2016-03-21,12:45,m,c,b,a,s,"R$ 48,00"
5736,2016-03-21,13:7,m,c,b,a,s,"R$ 20,00"
5737,2016-03-21,13:12,m,c,b,a,s,"R$ 199,00"
5738,2016-03-21,13:19,m,c,b,d,,
5739,2016-03-21,15:21,m,c,b,a,s,"R$ 78,00"
5740,2016-03-21,15:22,m,c,b,a,s,"R$ 30,00"
5741,2016-03-21,16:25,f,c,c,a,s,"R$ 229,00"
5742,2016-03-21,16:45,m,c,b,a,s,"R$ 45,00"
5743,2016-03-21,16:46,m,b,a,a,s,"R$ 39,00"
5744,2016-03-21,17:18,m,c,a,a,,
5745,2016-03-22,9:28,m,d,c,a,,
5746,2016-03-22,11:29,m,b,a,a,s,"R$ 10,00"
5747,2016-03-22,12:55,m,b,b,a,s,"R$ 10,00"
5748,2016-03-22,13:22,m,c,b,a,s,"R$ 49,00"
5749,2016-03-22,13:23,m,c,b,a,s,"R$ 40,00"
5750,2016-03-22,14:34,f,c,b,a,s,"R$ 68,00"
5751,2016-03-22,15:12,m,c,a,a,,
5752,2016-03-22,15:57,m,c,b,a,s,"R$ 39,00"
5753,2016-03-22,16:29,f,c,b,a,s,"R$ 69,00"
5754,2016-03-23,14:31,m,c,b,a,,
5755,2016-03-23,14:57,f,b,a,a,,
5756,2016-03-23,15:59,m,b,a,a,,
5757,2016-03-23,17:20,m,c,b,a,,
5758,2016-03-23,17:30,m,c,b,a,s,"R$ 39,00"
5759,2016-03-23,18:8,m,b,a,d,,
5760,2016-03-28,9:44,f,b,a,a,,
5761,2016-03-28,12:32,m,c,b,a,,
5762,2016-03-28,12:52,f,b,d,a,,
5763,2016-03-28,15:37,m,b,a,a,s,"R$ 10,00"
5764,2016-03-28,16:59,f,b,a,b,s,"R$ 39,00"
5765,2016-03-28,17:23,m,b,a,a,s,"R$ 34,00"
5766,2016-03-29,9:9,m,c,b,i,,
5767,2016-03-29,9:57,m,b,a,a,,
5768,2016-03-29,12:38,m,c,a,a,,
5769,2016-03-29,12:39,m,c,b,a,s,"R$ 30,00"
5770,2016-03-29,13:1,f,b,a,a,s,"R$ 39,00"
5771,2016-03-29,14:58,m,c,c,a,s,"R$ 3558,00"
5772,2016-03-29,15:26,m,c,d,a,s,"R$ 37,00"
5773,2016-03-29,15:28,m,c,d,d,s,"R$ 75,00"
5774,2016-03-29,17:16,f,b,a,b,s,"R$ 38,00"
5775,2016-03-30,9:48,f,b,a,b,,
5776,2016-03-30,10:31,m,c,b,a,s,"R$ 39,00"
5777,2016-03-30,10:51,m,c,a,a,s,"R$ 39,00"
5778,2016-03-30,11:40,m,c,a,a,s,"R$ 35,00"
5779,2016-03-30,12:12,m,c,d,a,s,"R$ 58,00"
5780,2016-03-30,12:51,m,b,d,a,s,"R$ 19,00"
5781,2016-03-30,14:30,f,c,b,a,s,"R$ 19,00"
5782,2016-03-30,16:10,m,c,b,a,,
5783,2016-03-30,17:13,f,b,a,b,s,"R$ 48,00"
5784,2016-03-30,17:14,m,b,a,a,s,"R$ 34,00"
5785,2016-03-30,17:40,f,b,a,d,s,"R4 39,00"
5786,2016-03-30,17:41,m,b,b,a,s,"R$ 49,00"
5787,2016-03-31,9:17,m,c,d,a,,
5788,2016-03-31,10:7,m,c,a,a,,
5789,2016-03-31,10:14,f,c,b,b,s,"R$ 39,00"
5790,2016-03-31,10:44,m,c,d,a,,
5791,2016-03-31,11:17,f,c,d,a,s,"R$ 29,00"
5792,2016-03-31,11:45,m,c,b,a,,
5793,2016-03-31,12:55,m,c,b,a,,
5794,2016-03-31,14:27,m,c,d,a,,
5795,2016-03-31,14:51,m,c,b,a,,
5796,2016-03-31,14:56,m,b,a,a,s,"R$ 39,00"
5797,2016-03-31,16:17,f,b,a,b,s,"R$ 68,00"
5798,2016-03-31,17:36,m,c,d,a,s,"R$ 10,00"
5799,2016-04-01,13:18,f,c,a,a,s,"R4 79,00"
5800,2016-04-01,13:25,f,d,c,a,,
5801,2016-04-01,13:42,m,c,d,a,,
5802,2016-04-01,15:15,m,b,a,a,,
5803,2016-04-01,15:15,f,b,a,e,,
5804,2016-04-01,15:21,m,b,b,a,s,"R$ 45,00"
5805,2016-04-01,15:33,f,d,b,a,,
5806,2016-04-01,16:17,m,c,b,a,s,"R$ 10,00"
5807,2016-04-01,16:17,f,c,b,a,s,"R$ 29,00"
5808,2016-04-01,16:20,f,c,d,a,,
5809,2016-04-01,16:39,m,b,a,d,,
5810,2016-04-01,18:58,m,b,a,d,,
5811,2016-04-01,19:48,f,c,b,a,s,"R$ 49,00"
5812,2016-04-01,20:49,m,c,a,a,,
5813,2016-04-02,9:33,m,b,a,a,s,"R$ 59,00"
5814,2016-04-02,9:53,f,b,a,b,,
5815,2016-04-02,12:49,m,c,d,a,s,"R$ 25,00"
5816,2016-04-04,10:49,f,b,a,a,,
5817,2016-04-04,11:12,m,c,d,a,,
5818,2016-04-04,11:38,m,c,b,a,s,"R$ 68,00"
5819,2016-04-04,12:11,f,c,b,a,s,"R$ 55,00"
5820,2016-04-04,13:21,f,b,b,a,s,"R$ 49,00"
5821,2016-04-04,17:1,m,b,a,a,s,"R$ 30,00"
5822,2016-04-04,17:16,f,b,b,d,,
5823,2016-04-04,17:31,m,c,a,a,s,"R$ 78,00"
5824,2016-04-04,17:32,f,c,d,a,,
5825,2016-04-04,17:46,f,c,a,d,,
5826,2016-04-04,17:53,f,c,a,a,s,"R$ 20,00"
5827,2016-04-05,9:34,m,b,a,a,,
5828,2016-04-05,11:35,m,b,b,a,,
5829,2016-04-05,12:3,m,c,d,i,,
5830,2016-04-05,12:13,m,c,b,i,,
5831,2016-04-05,12:43,f,b,b,a,,
5832,2016-04-05,13:8,f,b,a,b,s,"R$ 39,00"
5833,2016-04-05,13:17,m,b,a,a,s,"R$ 79,00"
5834,2016-04-05,14:49,f,c,b,a,s,"R$ 39,00"
5835,2016-04-05,16:59,f,c,a,a,,
5836,2016-04-05,17:34,f,c,c,a,,
5837,2016-04-06,9:39,m,c,b,a,s,"R$ 88,00"
5838,2016-04-06,9:40,m,b,a,d,s,"R$ 158,00"
5839,2016-04-06,9:46,m,c,b,a,,
5840,2016-04-06,11:28,m,b,d,a,,
5841,2016-04-06,11:31,f,c,b,a,s,"R4 29,00"
5842,2016-04-06,15:4,m,c,d,k,s,"R$ 1655,00"
5843,2016-04-06,15:38,f,c,d,d,,
5844,2016-04-06,17:3,m,c,a,i,,
5845,2016-04-06,17:26,f,b,a,b,,
5846,2016-04-06,17:58,m,c,b,a,s,"R$ 130,00"
5847,2016-04-07,9:33,f,c,d,a,s,"R$ 34,00"
5848,2016-04-07,12:35,m,b,a,a,,
5849,2016-04-07,12:52,f,c,a,a,,
5850,2016-04-07,13:5,m,c,d,a,,
5851,2016-04-07,14:45,f,b,a,a,s,"R$ 37,00"
5852,2016-04-07,15:12,m,c,b,a,,
5853,2016-04-07,16:28,f,b,a,a,s,"R$ 19,00"
5854,2016-04-08,13:18,m,c,d,a,,
5855,2016-04-08,13:47,m,c,d,a,s,"R$ 29,00"
5856,2016-04-08,17:58,f,b,b,a,s,"R$ 39,00"
5857,2016-04-08,18:37,f,b,a,a,s,"R$ 39,00"
5858,2016-04-08,19:15,m,b,a,a,s,"R$ 10,00"
5859,2016-04-08,19:15,m,b,a,a,s,"R$ 10,00"
5860,2016-04-08,19:32,f,b,a,a,s,"R$ 34,00"
5861,2016-04-08,20:39,m,b,a,j,,
5862,2016-04-09,10:4,f,c,a,a,s,"R$ 20,00"
5863,2016-04-11,9:46,m,c,d,f,,
5864,2016-04-11,9:55,m,c,a,a,s,"R$ 40,00"
5865,2016-04-11,11:42,f,b,a,a,s,"R$ 19,00"
5866,2016-04-11,12:5,m,c,c,a,s,"R$ 20,00"
5867,2016-04-11,12:11,f,c,b,d,,
5868,2016-04-11,12:38,m,c,b,a,,
5869,2016-04-11,12:46,m,c,b,b,,
5870,2016-04-11,13:13,f,c,c,a,s,"R$ 30,00"
5871,2016-04-11,13:19,m,c,b,a,s,"R$ 20,00"
5872,2016-04-11,16:16,m,a,a,a,,
5873,2016-04-11,17:18,m,c,b,a,s,"R$ 39,00"
5874,2016-04-11,17:39,f,c,c,a,s,"R$ 79,00"
5875,2016-04-12,9:48,m,c,d,b,,
5876,2016-04-12,9:48,f,b,a,d,,
5877,2016-04-12,10:33,f,c,d,a,,
5878,2016-04-12,11:45,m,b,a,b,s,"R$ 39,00"
5879,2016-04-12,12:47,m,c,d,a,,
5880,2016-04-12,13:3,m,c,d,g,,
5881,2016-04-12,15:2,m,c,d,b,s,"R$ 38,00"
5882,2016-04-12,15:52,f,b,a,a,,
5883,2016-04-12,16:17,m,c,d,b,s,"R$ 39,00"
5884,2016-04-12,16:31,m,b,a,a,s,"R$ 39,00"
5885,2016-04-12,16:40,m,b,a,a,s,"R$ 99,00"
5886,2016-04-12,16:47,f,c,b,b,s,"R$ 39,00"
5887,2016-04-12,17:34,f,c,d,a,,
5888,2016-04-12,17:46,m,c,b,b,s,"R$ 39,00"
5889,2016-04-13,10:26,m,c,b,a,,
5890,2016-04-13,10:26,f,c,b,a,,
5891,2016-04-13,10:50,m,c,d,a,,
5892,2016-04-13,11:12,f,b,a,b,,
5893,2016-04-13,11:37,f,b,a,b,,
5894,2016-04-13,12:18,f,c,b,a,,
5895,2016-04-13,12:25,m,c,b,a,s,"R$ 10,00"
5896,2016-04-14,21:3,m,c,b,a,,
5897,2016-04-14,9:25,m,c,b,d,,
5898,2016-04-14,12:44,m,c,b,a,s,"R$ 149,00"
5899,2016-04-14,12:47,m,c,b,a,,
5900,2016-04-14,13:20,f,c,b,b,,
5901,2016-04-14,13:22,f,c,b,a,s,"R$ 30,00"
5902,2016-04-14,13:25,m,c,b,d,,
5903,2016-04-14,14:53,m,c,d,b,s,"R$ 39,00"
5904,2016-04-14,16:3,f,b,d,b,s,"R$ 39,00"
5905,2016-04-14,16:15,f,b,d,b,s,"R$ 39,00"
5906,2016-04-14,16:16,f,c,d,a,,
5907,2016-04-14,16:33,f,c,a,b,s,"R$ 39,00"
5908,2016-04-14,16:41,m,c,b,a,s,"R$ 40,00"
5909,2016-04-14,17:34,m,c,b,a,s,"R$ 20,00"
5910,2016-04-14,17:50,f,b,a,a,,
5911,2016-04-15,13:10,f,b,b,b,,
5912,2016-04-15,13:21,m,c,b,a,s,"R$ 99,00"
5913,2016-04-15,14:25,m,b,a,a,s,"R$ 29,00"
5914,2016-04-15,18:3,m,c,b,d,s,"R$ 79,00"
5915,2016-04-15,18:6,f,b,a,a,s,"R$ 20,00"
5916,2016-04-15,18:46,m,c,b,a,s,"R$ 39,00"
5917,2016-04-18,9:38,m,c,b,j,,
5918,2016-04-18,9:39,m,b,a,d,,
5919,2016-04-18,9:39,f,c,d,d,,
5920,2016-04-18,11:26,m,c,b,a,s,"R$ 118,00"
5921,2016-04-18,12:16,m,c,b,a,s,"R$ 59,00"
5922,2016-04-18,12:44,m,c,d,d,,
5923,2016-04-18,12:47,m,c,b,a,,
5924,2016-04-18,13:18,f,b,a,a,s,"R$ 89,00"
5925,2016-04-18,14:36,f,c,b,b,s,"R$ 39,00"
5926,2016-04-18,15:42,m,c,a,a,s,"R$ 54,00"
5927,2016-04-18,17:25,m,d,b,a,s,"R$ 197,00"
5928,2016-04-18,17:46,m,c,b,a,s,"R$ 10,00"
5929,2016-04-19,9:31,f,b,a,a,s,"R$ 20,00"
5930,2016-04-19,11:57,m,c,a,a,,
5931,2016-04-19,12:2,f,b,d,d,s,"R$ 35,00"
5932,2016-04-19,12:41,m,b,a,a,s,"R$ 29,00"
5933,2016-04-19,12:42,m,d,b,a,,
5934,2016-04-19,12:42,m,b,a,a,s,"R$ 39,00"
5935,2016-04-19,12:51,m,b,b,a,s,"R$ 79,00"
5936,2016-04-19,13:6,m,c,d,a,s,"R$ 40,00"
5937,2016-04-19,13:20,m,c,b,a,s,"R$ 20,00"
5938,2016-04-19,15:13,m,c,b,a,s,"R$ 74,00"
5939,2016-04-19,15:50,m,c,b,a,,
5940,2016-04-19,16:51,f,c,b,d,,
5941,2016-04-20,9:48,f,b,a,a,,
5942,2016-04-20,9:48,m,b,a,a,s,"R$ 68,00"
5943,2016-04-20,10:2,m,b,d,a,s,"R$ 149,00"
5944,2016-04-20,10:40,f,d,d,d,,
5945,2016-04-20,10:57,m,c,b,a,s,"R$ 79,00"
5946,2016-04-20,12:20,f,c,b,a,s,"R4 39,00"
5947,2016-04-20,12:44,m,c,b,a,,
5948,2016-04-20,13:6,m,c,d,a,s,"R$ 20,00"
5949,2016-04-20,13:8,m,c,b,a,,
5950,2016-04-20,14:43,f,b,a,b,s,"R$ 39,00"
5951,2016-04-20,15:54,m,b,b,a,s,"R$ 68,00"
5952,2016-04-20,16:39,m,c,b,a,s,"R$ 88,00"
5953,2016-04-20,16:57,m,c,a,a,s,"R$ 20,00"
5954,2016-04-20,17:2,m,c,b,a,s,"R$ 48,00"
5955,2016-04-22,13:13,m,c,b,a,s,"R$ 99,00"
5956,2016-04-22,13:53,f,b,a,b,s,"R$ 39,00"
5957,2016-04-22,15:16,f,c,b,b,s,"R$ 39,00"
5958,2016-04-22,15:23,m,c,b,a,,
5959,2016-04-22,15:57,m,c,d,a,s,"R$ 59,00"
5960,2016-04-22,16:53,f,c,c,a,s,"R$ 189,00"
5961,2016-04-22,17:3,m,c,b,a,,
5962,2016-04-22,18:6,f,b,a,b,s,"R$ 3,00"
5963,2016-04-23,12:38,f,c,d,b,s,"R$ 39,00"
5964,2016-04-25,9:15,f,b,d,a,s,"R$ 254,00"
5965,2016-04-25,9:34,m,b,a,a,,
5966,2016-04-25,9:44,m,b,a,a,,
5967,2016-04-25,10:15,m,b,a,a,s,"R$ 39,00"
5968,2016-04-25,12:13,m,c,b,b,,
5969,2016-04-25,12:13,m,c,b,a,,
5970,2016-04-25,15:10,f,c,a,a,,
5971,2016-04-25,15:51,m,b,a,b,s,"R$ 39,00"
5972,2016-04-26,9:50,f,d,b,d,,
5973,2016-04-26,9:50,f,b,a,b,,
5974,2016-04-26,10:36,f,d,b,d,s,"R$ 39,00"
5975,2016-04-26,13:11,m,c,b,a,s,"R$ 10,00"
5976,2016-04-26,14:35,f,b,d,a,,
5977,2016-04-26,15:7,m,c,b,i,,
5978,2016-04-26,15:18,f,b,a,a,s,"R$ 29,00"
5979,2016-04-26,15:19,f,b,a,a,s,"R$ 318,00"
5980,2016-04-26,15:20,m,c,b,a,,
5981,2016-04-26,16:25,m,b,a,a,s,"R$ 29,00"
5982,2016-04-26,17:13,f,c,c,b,s,"R$ 29,00"
5983,2016-04-26,17:22,m,b,a,a,s,"R$ 99,00"
5984,2016-04-27,10:37,f,b,a,a,s,"R$ 20,00"
5985,2016-04-27,10:38,f,b,a,a,s,"R$ 10,00"
5986,2016-04-27,11:59,m,b,a,a,s,"R$ 49,00"
5987,2016-04-27,12:2,m,c,b,d,s,"R$ 78,00"
5988,2016-04-27,12:28,m,c,b,a,s,"R$ 58,00"
5989,2016-04-27,12:29,m,c,b,a,s,"R$ 59,00"
5990,2016-04-27,16:16,m,b,a,a,,
5991,2016-04-27,16:47,f,b,a,a,s,"R$ 49,00"
5992,2016-04-27,17:39,f,b,a,b,,
5993,2016-04-28,10:46,f,b,a,a,,
5994,2016-04-28,10:46,m,c,d,a,,
5995,2016-04-28,12:2,f,d,d,a,s,"R$ 10,00"
5996,2016-04-28,12:22,m,b,b,a,,
5997,2016-04-28,12:26,m,b,a,b,s,"R$ 55,00"
5998,2016-04-28,14:48,m,c,b,a,s,"R$ 10,00"
5999,2016-04-28,15:37,f,b,a,a,s,"R$ 49,00"
6000,2016-04-28,17:11,m,c,b,a,s,"R$ 8,00"
6001,2016-04-28,17:25,m,b,a,a,s,"R$ 19,00"
6002,2016-04-28,18:51,m,c,b,a,,
6003,2016-04-29,13:21,m,b,a,a,s,"R$ 49,00"
6004,2016-04-29,13:23,m,c,d,a,s,"R$ 10,00"
6005,2016-04-29,13:27,m,c,a,a,s,"R$ 29,00"
6006,2016-04-29,13:30,f,b,a,b,s,"R$ 39,00"
6007,2016-04-29,13:56,m,c,b,a,s,"R$ 55,00"
6008,2016-04-29,15:13,m,d,c,a,s,"R$ 59,00"
6009,2016-04-29,19:36,m,c,a,a,s,"R$ 10,00"
6010,2016-04-29,19:46,m,c,d,b,s,"R$ 39,00"
6011,2016-04-30,12:38,m,c,b,a,s,"R$ 10,00"
6012,2016-05-02,10:11,m,c,b,a,,
6013,2016-05-02,11:9,f,b,a,a,s,"R$ 29,00"
6014,2016-05-02,12:3,m,c,b,a,,
6015,2016-05-02,12:55,m,d,b,d,s,"R$ 128,00"
6016,2016-05-02,13:5,m,c,b,a,s,"R$ 48,00"
6017,2016-05-02,16:4,f,b,a,a,s,"R$ 59,00"
6018,2016-05-02,16:18,f,b,a,a,,
6019,2016-05-02,16:18,m,c,d,a,,
6020,2016-05-02,16:45,f,c,d,g,,
6021,2016-05-03,10:2,m,c,b,a,,
6022,2016-05-03,11:10,m,b,b,a,s,"R$ 15,00"
6023,2016-05-03,11:57,m,b,a,i,,
6024,2016-05-03,12:46,f,c,b,a,s,"R$ 10,00"
6025,2016-05-03,12:48,f,c,d,a,,
6026,2016-05-03,13:15,m,c,d,a,,
6027,2016-05-03,13:41,f,a,d,a,s,"R$ 29,00"
6028,2016-05-03,13:42,f,a,d,a,s,"R$ 39,00"
6029,2016-05-03,14:44,m,c,b,a,s,"R$ 19,00"
6030,2016-05-03,16:8,m,b,a,g,s,"R$ 119,00"
6031,2016-05-03,16:17,m,c,d,a,,
6032,2016-05-03,16:33,f,c,b,a,s,"R$ 10,00"
6033,2016-05-03,16:57,m,c,a,g,,
6034,2016-05-03,17:40,f,b,a,a,s,"R$ 69,00"
6035,2016-05-04,10:53,f,c,d,a,s,"R4 48,00"
6036,2016-05-04,10:54,f,c,d,b,s,"R$ 98,00"
6037,2016-05-04,12:9,m,c,b,a,s,"R$ 48,00"
6038,2016-05-04,17:7,m,c,b,a,s,"R$ 128,00"
6039,2016-05-04,17:26,m,c,b,a,s,"R$ 10,00"
6040,2016-05-05,9:4,m,c,b,a,s,"R$ 29,00"
6041,2016-05-05,9:49,m,b,a,a,,
6042,2016-05-05,10:10,m,b,a,a,s,"R$ 29,00"
6043,2016-05-05,10:16,f,b,b,a,,
6044,2016-05-05,11:52,m,c,c,a,s,"R$ 69,00"
6045,2016-05-05,12:26,m,b,a,i,,
6046,2016-05-05,13:15,m,b,a,b,,
6047,2016-05-05,13:23,f,b,a,a,,
6048,2016-05-05,14:58,f,b,a,d,,
6049,2016-05-05,15:39,m,b,a,a,,
6050,2016-05-05,16:8,m,c,d,a,s,"R4 29,00"
6051,2016-05-05,16:32,f,b,a,a,,
6052,2016-05-05,17:4,f,c,a,a,s,"R$ 110,00"
6053,2016-05-05,17:16,m,b,a,a,s,"R4 49,00"
6054,2016-05-05,17:42,f,b,a,a,s,"R4 39,00"
6055,2016-05-06,13:27,m,d,b,a,,
6056,2016-05-06,13:36,m,c,b,a,s,"R$ 20,00"
6057,2016-05-06,13:53,m,c,b,a,s,"R$ 39,00"
6058,2016-05-06,14:6,m,c,b,a,s,"R$ 219,00"
6059,2016-05-06,15:42,m,c,b,a,,
6060,2016-05-06,18:48,m,c,b,a,s,"R$ 49,00"
6061,2016-05-07,12:8,f,b,d,a,s,"R$ 29,00"
6062,2016-05-09,11:56,f,c,b,b,,
6063,2016-05-09,14:30,m,b,a,a,,
6064,2016-05-09,14:30,m,b,a,d,,
6065,2016-05-09,14:30,m,b,a,a,s,R$ 29
6066,2016-05-09,15:37,m,c,b,a,s,"R$ 49,00"
6067,2016-05-09,15:44,m,b,b,a,s,"R$ 10,00"
6068,2016-05-09,15:50,m,c,b,a,s,"R$ 19,00"
6069,2016-05-10,9:32,f,b,b,b,s,"R$ 39,00"
6070,2016-05-10,9:38,f,b,a,a,s,"R$ 49,00"
6071,2016-05-10,10:7,m,c,b,a,,
6072,2016-05-10,11:13,m,b,a,b,,
6073,2016-05-10,11:15,m,c,d,a,,
6074,2016-05-10,12:5,m,c,d,a,s,"R$ 29,00"
6075,2016-05-10,12:25,f,b,a,b,,
6076,2016-05-10,12:46,f,c,c,a,s,"R$ 49,00"
6077,2016-05-10,13:6,f,b,a,a,s,"R4 10,00"
6078,2016-05-10,13:20,m,c,b,a,,
6079,2016-05-10,14:4,m,c,a,h,s,"R$ 99,00"
6080,2016-05-10,15:27,m,b,d,a,s,"R$ 20,00"
6081,2016-05-10,15:35,m,c,b,a,s,"R$ 10,00"
6082,2016-05-10,16:16,f,b,a,a,s,"R$ 10,00"
6083,2016-05-11,11:11,m,c,b,a,s,"R$ 19,00"
6084,2016-05-11,11:31,f,b,a,a,s,"R$ 39,00"
6085,2016-05-11,12:20,m,c,b,a,,
6086,2016-05-11,12:32,m,c,b,i,,
6087,2016-05-11,12:49,f,c,b,a,,
6088,2016-05-11,13:1,f,b,b,a,s,"R$ 39,00"
6089,2016-05-11,13:12,m,c,b,a,s,"R$ 79,00"
6090,2016-05-11,15:57,f,c,c,a,s,"R$ 179,00"
6091,2016-05-11,15:59,f,b,b,a,s,"R$ 19,00"
6092,2016-05-11,17:7,m,b,a,a,s,"R$ 59,00"
6093,2016-05-11,17:28,f,b,a,a,,
6094,2016-05-12,9:54,m,c,b,d,,
6095,2016-05-12,12:0,m,c,b,a,,
6096,2016-05-12,12:57,m,d,b,a,,
6097,2016-05-12,13:16,m,c,d,a,s,"R$ 10,00"
6098,2016-05-12,14:36,m,b,d,d,s,"R$ 49,00"
6099,2016-05-12,14:39,f,b,b,a,s,"R$ 49,00"
6100,2016-05-12,15:50,m,b,a,a,s,"R$ 69,00"
6101,2016-05-12,15:55,m,b,a,a,,
6102,2016-05-12,17:13,f,b,a,a,,
6103,2016-05-12,17:27,f,c,b,a,s,"R$ 19,00"
6104,2016-05-13,13:44,m,c,d,a,s,"R$ 39,00"
6105,2016-05-13,13:54,f,c,b,a,s,"R$ 19,00"
6106,2016-05-13,15:37,m,c,d,a,s,"R$ 10,00"
6107,2016-05-13,15:45,m,c,b,a,s,"R$ 29,00"
6108,2016-05-13,16:14,m,b,b,a,,
6109,2016-05-13,16:42,f,b,a,a,s,"R$ 59,00"
6110,2016-05-16,9:42,m,c,a,d,,
6111,2016-05-16,9:42,m,c,b,a,,
6112,2016-05-16,10:12,f,b,b,a,s,"R$ 39,00"
6113,2016-05-16,10:32,f,b,a,a,,
6114,2016-05-16,10:33,f,c,b,a,s,"R$ 39,00"
6115,2016-05-16,10:51,m,c,a,a,s,"R$ 48,00"
6116,2016-05-16,12:31,f,b,a,b,,
6117,2016-05-16,12:46,f,c,d,a,s,"R$ 20,00"
6118,2016-05-16,12:51,f,c,b,a,s,"R$ 20,00"
6119,2016-05-16,14:50,m,c,b,a,,
6120,2016-05-16,16:37,m,c,a,a,s,"R$ 29,00"
6121,2016-05-16,16:37,f,b,b,j,,
6122,2016-05-16,16:52,m,c,a,a,s,"R$ 20,00"
6123,2016-05-17,11:30,f,c,b,a,s,"R$ 49,00"
6124,2016-05-17,11:42,m,c,b,a,s,"R$ 20,00"
6125,2016-05-17,12:33,m,c,d,a,,
6126,2016-05-17,12:51,m,b,d,a,s,"R$ 49,00"
6127,2016-05-17,16:45,f,c,a,a,,
6128,2016-05-17,16:45,m,c,b,a,,
6129,2016-05-17,17:57,m,c,b,a,s,"R$ 10,00"
6130,2016-05-18,10:54,f,b,a,d,,
6131,2016-05-18,11:58,m,c,b,a,s,"R$ 39,00"
6132,2016-05-18,11:58,m,c,b,a,s,"$ 29,00"
6133,2016-05-18,12:59,f,c,a,a,,
6134,2016-05-18,13:0,m,c,b,a,s,"R$ 179,00"
6135,2016-05-18,13:21,m,b,a,a,s,"R$ 10,00"
6136,2016-05-18,14:19,f,c,c,a,s,"R$ 89,00"
6137,2016-05-18,16:4,m,b,a,a,,
6138,2016-05-19,11:8,f,b,a,a,,
6139,2016-05-19,11:9,f,b,a,a,,
6140,2016-05-19,12:29,f,c,b,i,,
6141,2016-05-19,15:16,f,c,c,a,s,"R$ 169,00"
6142,2016-05-19,15:35,f,c,b,d,s,"R$ 78,00"
6143,2016-05-19,16:54,f,b,a,b,,
6144,2016-05-20,13:15,m,b,a,a,s,"R$ 29,00"
6145,2016-05-20,14:44,m,c,a,a,,
6146,2016-05-20,14:44,m,b,b,a,,
6147,2016-05-20,15:27,f,c,b,a,,
6148,2016-05-20,15:49,f,b,b,a,s,"R$ 10,00"
6149,2016-05-20,15:50,f,b,b,a,s,"R$ 9,00"
6150,2016-05-20,16:18,f,b,b,a,,
6151,2016-05-20,18:23,f,b,a,a,s,"R$ 35,00"
6152,2016-05-20,19:25,f,c,b,d,s,"R$ 256,00"
6153,2016-05-20,19:34,f,c,d,d,s,"R$ 196,00"
6154,2016-05-20,20:48,m,b,a,a,s,"R$ 39,00"
6155,2016-05-21,12:6,m,c,b,a,s,"R$ 118,00"
6156,2016-05-23,10:4,m,b,a,a,,
6157,2016-05-23,10:5,m,c,b,a,s,"R$ 230,00"
6158,2016-05-23,10:13,m,c,b,a,s,"R$ 20,00"
6159,2016-05-23,11:50,m,c,d,a,,
6160,2016-05-23,13:12,m,c,d,a,s,"R$ 29,00"
6161,2016-05-23,14:39,f,b,a,b,s,"R$ 39,00"
6162,2016-05-23,14:40,f,b,a,b,s,"R$ 39,00"
6163,2016-05-23,14:41,m,c,b,a,s,"R$39,00"
6164,2016-05-23,14:42,f,c,d,d,s,"R$ 89,00"
6165,2016-05-23,15:1,f,c,b,a,,
6166,2016-05-23,16:40,m,c,d,a,,
6167,2016-05-23,17:40,f,c,a,a,s,"R$ 99,00"
6168,2016-05-23,17:41,f,c,a,a,s,"R$ 99,00"
6169,2016-05-24,10:18,m,d,d,a,,
6170,2016-05-24,11:35,f,b,a,a,s,"R$ 39,00"
6171,2016-05-24,11:40,m,c,b,a,,
6172,2016-05-24,12:41,f,c,b,b,s,"R$ 39,00"
6173,2016-05-24,15:14,m,c,b,a,s,"R$ 74,00"
6174,2016-05-24,16:0,m,b,a,a,s,"R$ 39,00"
6175,2016-05-24,16:38,m,c,d,a,s,"R$ 88,00"
6176,2016-05-24,17:14,m,c,b,a,s,"R$ 75,00"
6177,2016-05-24,17:34,f,b,a,a,s,"R$ 39,00"
6178,2016-05-25,9:55,m,c,b,a,s,"R$ 169,00"
6179,2016-05-25,12:25,m,c,d,a,s,"R$ 217,00"
6180,2016-05-25,14:57,f,b,a,a,s,"R$ 20,00"
6181,2016-05-25,16:21,m,b,a,f,,
6182,2016-05-25,16:39,m,c,b,a,s,"R$ 59,00"
6183,2016-05-25,16:49,f,b,b,a,s,"R$ 55,00"
6184,2016-05-25,17:0,m,b,a,a,s,"R$ 19,00"
