,data,hora,valor,FUNCAO_TRATADA,CATEGORIA_TRATADA,COMPROU,SEXO_TRATADO,IDADE_TRATADA
5089,2015-11-06,13:30,99.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5090,2015-11-06,13:31,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5092,2015-11-06,14:33,119.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
5093,2015-11-06,14:34,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5096,2015-11-06,16:38,99.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5097,2015-11-06,16:39,158.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5098,2015-11-06,16:40,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5099,2015-11-06,16:40,20.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5100,2015-11-06,18:48,129.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
5101,2015-11-06,19:34,79.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5102,2015-11-07,9:49,89.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5106,2015-11-09,13:5,35.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
5108,2015-11-09,13:23,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5109,2015-11-09,14:52,164.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
5112,2015-11-09,17:14,35.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5115,2015-11-10,11:26,49.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5116,2015-11-10,11:26,50.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5118,2015-11-10,15:26,79.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5120,2015-11-10,17:11,49.0,Aluno,Apple,Sim,Masculino,Entre 30 e 60
5121,2015-11-11,10:11,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5123,2015-11-11,12:12,119.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5124,2015-11-11,12:25,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5125,2015-11-11,12:38,35.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
5126,2015-11-11,12:56,39.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5128,2015-11-11,13:17,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5129,2015-11-11,13:27,178.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5135,2015-11-12,12:59,79.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5136,2015-11-12,15:52,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5137,2015-11-12,15:59,39.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5138,2015-11-12,16:8,35.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5142,2015-11-12,17:36,79.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5144,2015-11-13,13:38,35.0,Funcionario,Apple,Sim,Feminino,Entre 18 e 30
5146,2015-11-13,14:33,39.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5147,2015-11-13,14:37,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5148,2015-11-13,15:49,35.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
5154,2015-11-13,19:45,69.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5155,2015-11-13,19:46,69.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5156,2015-11-13,19:48,10.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5157,2015-11-13,21:3,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5158,2015-11-16,10:1,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5160,2015-11-16,12:17,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5161,2015-11-16,12:31,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5163,2015-11-16,13:14,70.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
5164,2015-11-16,15:22,90.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
5165,2015-11-16,15:36,39.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5168,2015-11-16,17:14,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5169,2015-11-16,17:31,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5170,2015-11-16,17:49,35.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5171,2015-11-16,20:39,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5172,2015-11-16,21:17,89.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5174,2015-11-17,9:49,8.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5178,2015-11-17,12:54,69.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
5181,2015-11-17,16:30,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5183,2015-11-17,17:51,98.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5185,2015-11-18,9:26,119.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5189,2015-11-18,13:28,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5193,2015-11-18,16:57,99.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
5194,2015-11-18,17:19,179.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
5199,2015-11-19,12:3,10.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
5200,2015-11-19,12:3,10.0,Outros,Acessorios,Sim,Feminino,Maior de 60
5201,2015-11-19,12:30,35.0,Aluno,Apple,Sim,Masculino,Entre 30 e 60
5204,2015-11-19,14:31,265.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
5205,2015-11-19,16:58,59.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5206,2015-11-19,16:58,35.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
5207,2015-11-20,12:59,35.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5208,2015-11-20,13:30,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5210,2015-11-20,14:16,89.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5211,2015-11-20,14:17,59.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5212,2015-11-20,14:37,35.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5213,2015-11-20,15:41,49.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5214,2015-11-20,18:26,19.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5216,2015-11-23,9:34,219.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5218,2015-11-23,10:16,49.0,Aluno,Apple,Sim,Masculino,Entre 30 e 60
5221,2015-11-23,13:14,59.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
5223,2015-11-23,16:33,89.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5224,2015-11-23,16:44,138.0,Professor,Impressoras,Sim,Feminino,Entre 30 e 60
5226,2015-11-23,17:33,58.0,Aluno,Impressoras,Sim,Masculino,Entre 18 e 30
5234,2015-11-24,13:23,35.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5235,2015-11-24,13:24,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5238,2015-11-24,15:23,29.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5241,2015-11-24,16:32,99.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5243,2015-11-24,19:44,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5244,2015-11-24,21:14,39.0,Aluno,Impressoras,Sim,Feminino,Entre 30 e 60
5245,2015-11-25,10:56,187.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
5246,2015-11-25,11:8,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5248,2015-11-25,12:45,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5250,2015-11-25,15:48,99.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
5252,2015-11-26,9:42,35.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5253,2015-11-26,10:28,99.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5255,2015-11-26,11:46,49.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
5258,2015-11-26,12:22,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5263,2015-11-26,15:43,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5264,2015-11-26,17:48,55.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5265,2015-11-27,12:43,30.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5266,2015-11-27,12:43,87.0,Professor,Impressoras,Sim,Feminino,Entre 30 e 60
5268,2015-11-27,14:48,98.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5270,2015-11-27,18:13,49.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5271,2015-11-27,18:44,49.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5273,2015-11-27,19:17,8.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5274,2015-11-27,19:18,99.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
5277,2015-11-30,11:55,29.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5280,2015-11-30,12:56,59.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5281,2015-11-30,12:57,30.0,Aluno,Acessorios,Sim,Feminino,Menor de 18
5282,2015-11-30,13:1,39.0,Aluno,Acessorios,Sim,Feminino,Menor de 18
5283,2015-11-30,13:26,10.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5285,2015-11-30,17:13,0.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5290,2015-12-01,12:23,119.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5293,2015-12-02,10:21,49.0,Funcionario,Impressoras,Sim,Feminino,Maior de 60
5296,2015-12-02,14:29,35.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5297,2015-12-02,14:50,119.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5300,2015-12-02,17:13,49.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5301,2015-12-02,17:47,58.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5305,2015-12-03,10:23,128.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5306,2015-12-03,12:14,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5307,2015-12-03,12:20,29.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5313,2015-12-03,13:9,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5318,2015-12-03,17:32,10.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
5321,2015-12-04,14:32,49.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5322,2015-12-04,15:57,99.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5323,2015-12-04,16:47,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5324,2015-12-04,16:51,30.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5326,2015-12-04,19:10,335.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5327,2015-12-04,20:40,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5331,2015-12-07,11:16,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5333,2015-12-07,12:30,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5335,2015-12-07,13:19,30.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5337,2015-12-07,17:10,35.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5339,2015-12-08,12:24,39.0,Funcionario,Impressoras,Sim,Feminino,Maior de 60
5342,2015-12-08,17:47,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5343,2015-12-09,9:50,35.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
5344,2015-12-09,14:25,19.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5345,2015-12-09,14:26,75.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
5346,2015-12-09,14:27,150.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5347,2015-12-09,14:28,49.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5348,2015-12-09,14:29,79.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5349,2015-12-09,15:19,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5350,2015-12-09,15:46,79.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5351,2015-12-09,16:45,99.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5353,2015-12-10,11:42,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5356,2015-12-10,13:20,45.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5357,2015-12-10,14:50,198.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5358,2015-12-10,15:21,35.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
5359,2015-12-10,16:19,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5360,2015-12-11,10:0,35.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
5361,2015-12-11,10:31,59.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5365,2015-12-14,10:49,55.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5366,2015-12-14,12:46,35.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
5367,2015-12-14,13:19,69.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
5368,2015-12-14,14:36,69.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
5372,2015-12-14,17:43,49.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5373,2015-12-15,9:35,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5376,2015-12-15,13:14,45.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
5378,2015-12-15,15:21,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5381,2015-12-16,10:10,39.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
5384,2015-12-16,10:36,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5385,2015-12-16,10:46,39.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
5386,2015-12-16,12:16,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5388,2015-12-16,13:50,39.0,Outros,Impressoras,Sim,Feminino,Maior de 60
5391,2015-12-16,15:1,49.0,Funcionario,Apple,Sim,Masculino,Entre 18 e 30
5395,2015-12-16,16:52,179.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
5396,2015-12-16,17:30,59.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
5397,2015-12-16,18:51,144.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5400,2015-12-17,15:41,134.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
5401,2015-12-17,16:3,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5402,2015-12-17,16:37,35.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
5404,2015-12-18,12:41,69.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5408,2015-12-18,16:30,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5409,2015-12-21,10:29,105.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5410,2015-12-21,13:19,25.0,Funcionario,Apple,Sim,Feminino,Entre 18 e 30
5411,2015-12-21,13:47,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5415,2015-12-22,13:58,129.0,Funcionario,Games,Sim,Feminino,Entre 30 e 60
5416,2015-12-22,13:59,10.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5418,2015-12-22,14:40,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5419,2015-12-22,14:40,38.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5420,2015-12-22,15:18,75.0,Outros,Telecom,Sim,Masculino,Entre 18 e 30
5421,2015-12-22,15:25,129.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5422,2015-12-22,17:32,35.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
5424,2015-12-23,10:40,39.0,Funcionario,Impressoras,Sim,Masculino,Maior de 60
5425,2015-12-23,14:5,49.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5426,2015-12-23,15:1,59.0,Professor,Impressoras,Sim,Masculino,Entre 30 e 60
5433,2015-12-29,13:11,49.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5436,2015-12-30,12:12,35.0,Funcionario,Apple,Sim,Masculino,Entre 18 e 30
5437,2015-12-30,12:27,40.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5440,2015-12-30,13:54,35.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
5441,2016-01-04,10:0,35.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
5443,2016-01-04,11:38,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5445,2016-01-04,12:32,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5447,2016-01-04,16:51,35.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
5448,2016-01-04,16:57,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5449,2016-01-04,17:24,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5450,2016-01-05,11:36,64.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
5451,2016-01-05,13:21,249.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5452,2016-01-05,14:44,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5453,2016-01-05,14:44,99.0,Professor,Impressoras,Sim,Masculino,Maior de 60
5454,2016-01-05,14:45,149.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5458,2016-01-06,9:15,35.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
5461,2016-01-06,10:20,79.0,Funcionario,Impressoras,Sim,Feminino,Entre 30 e 60
5462,2016-01-06,11:46,119.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5464,2016-01-06,13:49,35.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
5465,2016-01-06,13:54,166.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5472,2016-01-07,10:44,78.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5475,2016-01-07,12:19,159.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5477,2016-01-07,14:58,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5478,2016-01-07,16:1,30.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
5482,2016-01-08,12:40,74.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
5486,2016-01-08,15:24,140.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5487,2016-01-08,15:37,99.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
5488,2016-01-11,10:15,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5489,2016-01-11,10:30,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5490,2016-01-11,11:1,20.0,Funcionario,Acessorios,Sim,Feminino,Menor de 18
5491,2016-01-11,11:54,46.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5493,2016-01-11,15:6,69.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
5497,2016-01-11,15:53,18.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5498,2016-01-12,9:42,39.0,Funcionario,Apple,Sim,Feminino,Entre 18 e 30
5500,2016-01-12,11:10,99.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5503,2016-01-12,13:11,49.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5509,2016-01-13,11:43,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5511,2016-01-13,14:29,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5513,2016-01-13,16:25,35.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
5514,2016-01-14,11:5,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5515,2016-01-14,12:17,48.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5516,2016-01-14,12:30,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5519,2016-01-14,15:10,39.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
5520,2016-01-15,10:33,6.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5522,2016-01-15,12:52,128.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
5525,2016-01-18,10:44,168.0,Aluno,Impressoras,Sim,Masculino,Entre 30 e 60
5526,2016-01-18,12:21,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5527,2016-01-18,13:5,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5532,2016-01-19,12:59,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5536,2016-01-20,12:15,49.0,Outros,Impressoras,Sim,Masculino,Entre 18 e 30
5540,2016-01-20,13:20,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5541,2016-01-20,14:29,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5542,2016-01-20,15:2,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5545,2016-01-21,10:23,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5546,2016-01-21,10:42,228.0,Funcionario,Games,Sim,Masculino,Entre 18 e 30
5547,2016-01-21,13:20,99.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5548,2016-01-21,13:21,10.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5550,2016-01-22,11:58,29.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5551,2016-01-22,11:59,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5553,2016-01-22,12:43,69.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5558,2016-01-25,12:54,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5559,2016-01-25,14:1,79.0,Professor,Impressoras,Sim,Masculino,Maior de 60
5560,2016-01-25,16:51,99.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
5561,2016-01-26,9:43,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5562,2016-01-26,11:57,68.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5563,2016-01-26,12:13,78.0,Outros,Impressoras,Sim,Masculino,Entre 30 e 60
5567,2016-01-26,16:42,89.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5568,2016-01-26,16:51,150.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5570,2016-01-27,11:20,129.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5576,2016-01-28,12:18,59.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
5577,2016-01-28,12:21,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5579,2016-01-28,13:14,19.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5580,2016-01-29,12:54,99.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
5582,2016-01-29,17:32,39.0,Professor,Impressoras,Sim,Masculino,Entre 30 e 60
5590,2016-03-02,13:12,78.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
5591,2016-03-02,15:28,39.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5592,2016-03-02,17:1,48.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
5595,2016-03-02,17:20,80.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5598,2016-03-03,11:30,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5600,2016-03-03,12:58,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
5601,2016-03-03,12:59,69.0,Funcionario,Telecom,Sim,Masculino,Entre 18 e 30
5602,2016-03-03,13:0,147.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5603,2016-03-03,15:26,39.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
5604,2016-03-03,16:29,10.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
5605,2016-03-03,16:30,59.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5606,2016-03-03,16:49,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5607,2016-03-03,17:38,128.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
5608,2016-03-03,17:47,10.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
5613,2016-03-04,13:34,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5614,2016-03-04,13:59,798.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
5615,2016-03-04,15:32,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5620,2016-03-07,12:11,199.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
5621,2016-03-07,12:12,10.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
5623,2016-03-07,12:39,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5624,2016-03-07,13:24,55.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5626,2016-03-07,14:29,798.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
5627,2016-03-07,14:29,89.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
5628,2016-03-07,15:1,39.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
5629,2016-03-07,16:40,39.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
5632,2016-03-08,10:50,79.0,Outros,Impressoras,Sim,Masculino,Maior de 60
5633,2016-03-08,11:24,179.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
5638,2016-03-08,13:2,59.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
5639,2016-03-08,13:25,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5644,2016-03-08,17:24,39.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
5648,2016-03-09,13:18,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
5649,2016-03-09,13:18,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5650,2016-03-09,13:27,180.0,Professor,Impressoras,Sim,Feminino,Entre 30 e 60
5652,2016-03-09,15:8,95.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
5653,2016-03-09,17:34,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
5654,2016-03-10,9:24,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
